experiment_id,method,intervention,washout_batches,direction,panel_id,metric,n_seeds,mean,seed_sd_descriptive,individual_seeds,scope
stage_a_uci_v1,norm,all,0,ab,uci_internal_fixed,accuracy_change,3,0.047200520833333336,0.08952651476806704,"{""17"": -0.009765625, ""29"": 0.0009765625, ""43"": 0.150390625}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ab,uci_internal_fixed,error_change,3,-0.047200520833333336,0.08952651476806704,"{""17"": 0.009765625, ""29"": -0.0009765625, ""43"": -0.150390625}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ab,uci_internal_fixed,nll_change,3,-0.03808533279304773,0.2753994794970027,"{""17"": 0.11033965324007958, ""29"": 0.13126405739057143, ""43"": -0.3558597090097942}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ab,uci_internal_fixed,brier_change,3,-0.058723550560806866,0.13069981889156176,"{""17"": 0.02428454792605335, ""29"": 0.008926806187843006, ""43"": -0.20938200579631697}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ab,uci_internal_fixed,ece15_change,3,0.002173093594947074,0.07799685013328228,"{""17"": 0.04026631714369, ""29"": 0.05380312839115661, ""43"": -0.08755016475000539}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ba,uci_internal_fixed,accuracy_change,3,0.047200520833333336,0.08952651476806704,"{""17"": -0.009765625, ""29"": 0.0009765625, ""43"": 0.150390625}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ba,uci_internal_fixed,error_change,3,-0.047200520833333336,0.08952651476806704,"{""17"": 0.009765625, ""29"": -0.0009765625, ""43"": -0.150390625}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ba,uci_internal_fixed,nll_change,3,-0.03808533279304773,0.2753994794970027,"{""17"": 0.11033965324007958, ""29"": 0.13126405739057143, ""43"": -0.3558597090097942}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ba,uci_internal_fixed,brier_change,3,-0.058723550560806866,0.13069981889156176,"{""17"": 0.02428454792605335, ""29"": 0.008926806187843006, ""43"": -0.20938200579631697}",same-panel seed variability; no CI or independence claim
stage_a_uci_v1,norm,all,0,ba,uci_internal_fixed,ece15_change,3,0.002173093594947074,0.07799685013328228,"{""17"": 0.04026631714369, ""29"": 0.05380312839115661, ""43"": -0.08755016475000539}",same-panel seed variability; no CI or independence claim
